"","title","description","redirect_url","latitude","longitude","salary_max","salary_is_predicted","id","salary_min","adref","created","__CLASS__","contract_type","contract_time","__CLASS__","label","tag","__CLASS__","display_name","display_name","__CLASS__","area"
"24","Registered Nurse RGN - Days or Nights","My Client is currently seeking to recruit a Registered Nurse for their Care Facility in Borehamwood. This site is graded GOOD under CQC. The successful Registered Nurse will be clinically strong, with an eye for quality and the ability to lead from the front. They should ideally have recent exposure to: Pressure care management Catheterisation Phlebotomy The use of PEG feed and syringe drivers. In return, my Client will offer Registered Nurses a competitive Hourly rate of pay, paid breaks and a¡­","https://www.adzuna.co.uk/jobs/land/ad/1844750379?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=159B9BD98DA2B6346B4106C427B3DEB371D2319E",51.657902,-0.270479,46176,"0","1844750379",34632,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NDc1MDM3OSIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.tffIeeF-pZNPlJYV0wlZhbQTMuu8K3AqFxzq3IGPD_Y","2020-11-26T00:17:47Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","Avon Search & Selection","Borehamwood, Hertfordshire","Adzuna::API::Response::Location","c(""UK"", ""Eastern England"", ""Hertfordshire"", ""Borehamwood"")"
"25","Deputy Nursing Home Manager ¡ê17.50","Deputy Home Manager Ref.DS45021 Hourly Rate: ¡ê17.50 Are you an amazing clinical lead? Join a forward-thinking care home that will invest in you and your future. Deputy Home Manager required for a highly regarded Nursing Home in Leicester A fantastic opportunity to enjoy supporting an experienced Home manager in running a fantastic nursing home. You will be talented, with a real passion to deliver outstanding results. We are sure you will love our client and will love everything they stand for. ¡­","https://www.adzuna.co.uk/jobs/land/ad/1873405906?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=29E9CF7203177575B013A033B24E715F34CA26E3",52.6348,-1.12952,33600,"0","1873405906",0,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MzQwNTkwNiIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.GhMGwq-BHd_KSjPsRYynODaR2Lvr88p9kQPvSYU5QtU","2020-12-10T14:20:15Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","Remedicare","Leicester, Leicestershire","Adzuna::API::Response::Location","c(""UK"", ""East Midlands"", ""Leicestershire"", ""Leicester"")"
"26","Support Worker","Are you looking for work that is truly fulfilling? Do you want a job where your influence will continue long after your shift ends? Could you support adults with a learning disability to live the way they want? You'll join our friendly team of Support Workers at a small, homely residential service in the village of Bursledon, where we support six adults aged from 36 to 63. They have a wide range of learning disabilities. You'll play a key part in making sure people can live as independently as ¡­","https://www.adzuna.co.uk/jobs/land/ad/1862106033?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=12C179A937949FC9CFFF2B5826F8FA58531AE923",50.904999,-1.40323,16800,"0","1862106033",16800,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tMdlZyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODYyMTA2MDMzIn0.XtWFoutfiuYUkhw2rs47VFdL2Co2_4dHdKclHeceAWg","2020-12-04T18:19:09Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Social work Jobs","social-work-jobs","Adzuna::API::Response::Company","MacIntyre","Southampton, Hampshire","Adzuna::API::Response::Location","c(""UK"", ""South East England"", ""Hampshire"", ""Southampton"")"
"27","Specialist Parent and Youth Support Practitioner","PURPOSE OF THE JOB: To work towards the achievement of better outcomes for children, young people and families by: providing a high quality, effective and responsive crisis service for parents/carers and their children and young people working with parents/carers and young people to support the repairing of relationship difficulties and thereby reducing the likelihood of care and accommodation being needed encouraging young people to get involved in activities that complement and enhance their ¡­","https://www.adzuna.co.uk/jobs/details/1818274398?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E30F6B21F2A0067EF50537EE51813EFE7EA43AB4",51.54571,-0.016402,37459,"0","1818274398",37459,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgxODI3NDM5OCIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.i_aPBWOc6O5yZbU59HdKBbLaybY1L_7LdnY4Y9aJKTI","2020-11-12T15:37:17Z","Adzuna::API::Response::Job","contract","full_time","Adzuna::API::Response::Category","Social work Jobs","social-work-jobs","Adzuna::API::Response::Company",NA,"East London, London","Adzuna::API::Response::Location","c(""UK"", ""London"", ""East London"")"
"28","NodeJS Backend Developer - Fintech","We are currently recruiting a Back End developer to join a small, but growing product delivery team. They are looking for an enthusiastic and energetic individual with proven talent and a willingness to adapt and learn new skills. The ideal candidate is excited by the opportunities to learn and diversify, contributing to a fast-paced and agile development environment. This position is full time and will report to the Head of Development and Operations. Location: UK based, remote. HQ in London. ¡­","https://www.adzuna.co.uk/jobs/land/ad/1821201569?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E6660CCC99A8EA3EA05C4960CA7B193098493B2A",51.451818,-0.02806,85000,"0","1821201569",70000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tMdlZyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODIxMjAxNTY5In0.-bGel8hjq00h6uI65tEpnKMpO_UVymIRUS90Nq2e4cc","2020-11-13T22:15:54Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","PCR Recruitment Limited","South East London, London","Adzuna::API::Response::Location","c(""UK"", ""London"", ""South East London"")"
"29","Registered Nurse","Registered Nurse/Staff Nurse - NIGHTS Aberdeen - up to ¡ê17.00ph Are you passionate about delivering positive changes to people¡¯s lives? Do you want to provide nursing support to people with a variety of complex needs and differing dependency levels? As a Registered Nurse/Staff Nurse do you want the opportunity to use a wide variety of your nursing skills? YES? - Here¡¯s what makes Care UK different - No two days are the same at Care UK Care UK is one of the largest care providers in the UK with ¡­","https://www.adzuna.co.uk/jobs/land/ad/1769553893?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=3D9A9594CCC08B50323C8D10C6C709AF8F58271E",57.147499,-2.0954,32640,"0","1769553893",0,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc2OTU1Mzg5MyIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.VMKHYfOOK_WVL84NHsZQiuEsPMErjAlY5NYrDIN5L6g","2020-10-18T06:27:35Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","Care UK","Aberdeen, Aberdeenshire","Adzuna::API::Response::Location","c(""UK"", ""Scotland"", ""Aberdeenshire"", ""Aberdeen"")"
"30","SUPPORT WORKER","Learning Disability Support Workers - Full Time available ¡ê8.72-¡ê13.00 per hour. Better Healthcare are currently recruiting for a Support Worker to provide care and support for an adult with learning disabilities near Norwich. We are looking for a driver who can work full time hours- Long days and sleep ins on a planned rota basis. Responsibilities: Providing personal care, domestic tasks and housing related support in a residential setting or lone working in the community. Providing boundaries¡­","https://www.adzuna.co.uk/jobs/land/ad/1858501777?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=5439579CEDD3A0552DE2925B37E57E5031562701",52.628101,1.29935,12853.36,"1","1858501777",12853.36,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tMdlZyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODU4NTAxNzc3In0.LFQ_Kw7D72Y7O9IFKTqSPXgogRWV1jJzLNRQ2S4_h64","2020-12-03T02:13:19Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Social work Jobs","social-work-jobs","Adzuna::API::Response::Company","Better Healthcare Services","Norwich, Norfolk","Adzuna::API::Response::Location","c(""UK"", ""Eastern England"", ""Norfolk"", ""Norwich"")"
"31","Comuinty and District Nurses","Community & District Nurses Wanted for NHS shifts. Pay: ¡ê20-¡ê30 (Depending on Band) Hours: 07:00 ¨C 22:00 (Flexible working hours, Locum, & temp with the opportunity of extended contracts). Location: West Lancashire areas Experiences: Competent and experienced (Suitable for both newly qualified Nurses and experienced Nurses.) Duties Includes: Medication, Wound Cleaning & dressing-Trauma wounds, Surgical wounds, Pressure Ulcer care, Anaphylaxis Training, Male and female catheterisation, Diabetes ¡­","https://www.adzuna.co.uk/jobs/details/1825749676?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=1B224B6EE3C2D53205BD3CD2138675AB9C15CB88",53.864322,-2.613864,30,"0","1825749676",20,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgyNTc0OTY3NiIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.n2VDfRaTfubgy47Tj40YqWbK-7ln3TOWERhCxtd-HFQ","2020-11-16T04:50:03Z","Adzuna::API::Response::Job","contract","part_time","Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","VCAre Staffing Solutions","Lancashire, North West England","Adzuna::API::Response::Location","c(""UK"", ""North West England"", ""Lancashire"")"
"32","Home Carer mornings/ evenings weekends","We are looking for experienced, friendly Care Assistants to join our great team supporting our local clients. About Prestige Nursing Care Prestige Nursing  Care is a private home care provider offering you a better way to work in care. We are proud to offer you: Competitive hourly rates of pay Weekly pay Flexible working and a variety of work matched to your skills and interests Working with a local team at a local branch Ongoing training and development Employee Assistance Programme 24/7 365 d¡­","https://www.adzuna.co.uk/jobs/land/ad/1805209099?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=BBCC104D193D0019623C963000DAC690B453E53E",52.999199,-0.410909,23500,"0","1805209099",17760,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwNTIwOTA5OSIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.fBgxuDeGqtTQVMbnI5Zg0z3f0zFB5RoTpTT_5hmQUSM","2020-11-06T00:09:29Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","Prestige Nursing Ltd","Sleaford, Lincolnshire","Adzuna::API::Response::Location","c(""UK"", ""East Midlands"", ""Lincolnshire"", ""Sleaford"")"
"33","Night RGN","Are you and RGN looking to work for a creditable company in York? Are you looking to work for a creditable company? Are you a nurse who wants to work full time paid breaks? Job: Registered Nurse Hours: Full time (Paid Breaks) Shift Pattern: 20:00-08:00 Location: York Rate: ¡ê18.15 - up to ¡ê45,000 per annum Overview A specialist nursing, dementia, residential and short term respite Nursing Home in Southampton. Medium Sized Home. All good CQC Requirements - NMC Pin - Flexibility - Care home experi¡­","https://www.adzuna.co.uk/jobs/land/ad/1862107037?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=77A73BCC2B58CF8F66AFF098A8A7900771D769A5",NA,NA,45000,"0","1862107037",0,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tMdlZyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODYyMTA3MDM3In0.1K8BA8lgHMxZo_HHNC7cZIyPFCs9NmeRAhhPqmydvYk","2020-12-04T18:19:58Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","The Healthcare Hub","Yorkshire And The Humber, UK","Adzuna::API::Response::Location","c(""UK"", ""Yorkshire And The Humber"")"
"34","Deputy Nurse Manager","Title: Deputy Nurse Manager Shifts: Days Location: Norwich Salary: Up to ¡ê19.00 per hour  NMC Fees Paid  Free Parking  Company Pension Evolve Consultant: Lauren Ward Ref: 7690 We are currently seeking a Deputy Nurse Manager to join a family run business, who have a diverse range of specialist centres. Our client offers permanent placements, palliative care, respite care and Dementia units. Ideally, we are looking for candidates with experience of creating and delivering personalised care plans ¡­","https://www.adzuna.co.uk/jobs/land/ad/1833605906?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=35F6B1D38CD4929CEFA537785CAF256A9B2C4E41",52.628101,1.29935,36480,"0","1833605906",0,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgzMzYwNTkwNiIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.2aSxXIXObHkFEW06HbHI3W9geMInUnY_By1BNW22Nvo","2020-11-19T18:04:46Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Company","Evolve Selection Limited","Norwich, Norfolk","Adzuna::API::Response::Location","c(""UK"", ""Eastern England"", ""Norfolk"", ""Norwich"")"
"35","Clinical Negligence Lawyers, 2-5PQE - London","This prestigious UK law firm is looking to hire a mid-level associate with defendant clinical negligence experience to join its market leading practice based in London. The position will cover a broad range of clinical negligence claims involving NHS Resolution, NHS Trusts and other defendant clinical negligence clients. The ideal candidate will have 2-5 years' PQE in Clinical Negligence gained at an NHS resolution or Medical Defence Organisation panel firm. Defendant clinical negligence experi¡­","https://www.adzuna.co.uk/jobs/land/ad/1844425755?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=719C34DAD766F814DF9DC284DE8C19F4F96FC512",NA,NA,79999,"0","1844425755",70000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NDQyNTc1NSIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.dtVe9s2iJeXbCNoUIk_BKgr6Lz4yCI1aJO1FmJ1d6A4","2020-11-25T19:46:53Z","Adzuna::API::Response::Job","permanent",NA,"Adzuna::API::Response::Category","Legal Jobs","legal-jobs","Adzuna::API::Response::Company","Jameson Legal","The City, Central London","Adzuna::API::Response::Location","c(""UK"", ""London"", ""Central London"", ""The City"")"
"36",".NET Developer","Our successful and well established client in Bristol are recruiting for an experienced .NET Developer to join their busy team. In this key role, you will work to ensure that the company's business solution systems deliver on their promise to help their customers to grow their businesses. The successful candidate will follow best practices to ensure releases are reliable, fast and secure. Our client offer an unrivalled company culture where support and development go hand in hand with autonomy ¡­","https://www.adzuna.co.uk/jobs/land/ad/1846395100?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=3123F86D3971CA6671FB38EAA9A8603CC3A4844F",51.455299,-2.5919,45000,"0","1846395100",35000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tMdlZyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODQ2Mzk1MTAwIn0.b4gjsODpTjqdgoRBKYS2TVxznDxYqCSMgaJbrfbFVBo","2020-11-26T20:13:11Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Focus Resourcing Group","Bristol, South West England","Adzuna::API::Response::Location","c(""UK"", ""South West England"", ""Bristol"")"
"37","Care Coordinator/Senior Carer","Can you coordinate the care and support services for adults aged 18? PerCurra has an opportunity for you to join the team as a Care Coordinator/Senior Carer based in the Newark area. You will join us on a full time or part time basis, and in return you will receive a competitive salary and benefits depending on experience and qualifications. We also encourage and will help fund further career development and training. Hours per week flexible and generally within office hours; however, to meet t¡­","https://www.adzuna.co.uk/jobs/land/ad/1826896576?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=A4AFFF7C4441C817EE041F65646D7C67AE60428F",53.0765,-0.81,15650.06,"1","1826896576",15650.06,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2tMdlZyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODI2ODk2NTc2In0.5OUGcyb0SqzALqoGolhFtA0TfTpvKbFabZ-7XJ-PLBQ","2020-11-16T20:10:30Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Social work Jobs","social-work-jobs","Adzuna::API::Response::Company","Percurra","Newark, Nottinghamshire","Adzuna::API::Response::Location","c(""UK"", ""East Midlands"", ""Nottinghamshire"", ""Newark"")"
"38","Python Django Developer","Up to ¡ê400 p/day. Python Django Development. Bristol Based Digital Agency. 3 month initial contract opportunity, for a Python Django Developer to work for an amazing Digital Agency. What you'll be doing Working for a growing Digital Agancy, on fairly high-profile web projects, based from your home office - with no planned requirement to go onsite at this stage. What experience you'll need to apply for this role Python (Expert). Django (Expert). Wagtail CMS (Desirable). What you'll get in return¡­","https://www.adzuna.co.uk/jobs/land/ad/1819454493?se=gkLvVr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=97408C68310383E76445972E5308F365797FF747",51.455299,-2.5919,96000,"0","1819454493",72000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgxOTQ1NDQ5MyIsInMiOiJna0x2VnIwNzZ4R2Y1dFV0ZXhyNmFRIn0.9EXs5zpMyXzY6Dh0RLl2kwZg5cUuCtRdFBqyFyGLL-s","2020-11-13T02:10:59Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","ADLIB Recruitment","Bristol, South West England","Adzuna::API::Response::Location","c(""UK"", ""South West England"", ""Bristol"")"
