"","title","created","redirect_url","longitude","id","latitude","salary_is_predicted","salary_max","__CLASS__","salary_min","adref","description","contract_time","contract_type","label","tag","__CLASS__","display_name","__CLASS__","__CLASS__","display_name","area"
"24","Network Engineer","2020-12-10T13:14:20Z","https://www.adzuna.co.uk/jobs/land/ad/1873317489?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=6636D0F319CDBF55AA5EBA1FF37883082FE29BDE",NA,"1873317489",NA,"0",45000,"Adzuna::API::Response::Job",40000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MzMxNzQ4OSIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.jK4e8IWGHllR-FQSGo1syEofjwjaeDiaz_yJB-a5tnU","Network Engineer -TCP/IP / VPNs / Cisco / Routing Protocols / CCNA / CCNP NETWORK OPPORTUNITY BASED WITHIN A TECH LEADING COMPANY IN MANCHESTER  Central location, easily accessible  TCP/IP / VPNs / Cisco / Routing Protocols / CCNA / CCNP  Competitive salary up to ¡ê45,000 DOE with excellent company perks  To apply please call 01244 567 923 or email Based in Manchester, we are seeking to appoint a Network Engineer who is responsible for the 2nd/3rd line network support within the business, within¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Searchability","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Manchester, Greater Manchester","c(""UK"", ""North West England"", ""Greater Manchester"", ""Manchester"")"
"25","Support Worker","2020-12-08T02:17:49Z","https://www.adzuna.co.uk/jobs/land/ad/1868066947?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=54B181407FF38451E2D8A23D649BCE880A1DB8B3",-0.13642,"1868066947",50.8195,"0",19200,"Adzuna::API::Response::Job",16800,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxODY4MDY2OTQ3In0.Crelf4-gMz-ntxzSP8s1ghyzO2hEsxSNwJTbkvNVyg8","A number of exciting opportunities have been created by our client, who is launching a new service in Brighton supporting homeless people. If you are an experienced support worker who has an interest in supporting homeless people and are used to working in a varied and demanding environment we would encourage you to apply. Our Client is a well-known Supported Housing Association are seeking candidates with experience of supporting homeless people. However, people who can demonstrate that they a¡­",NA,NA,"Social work Jobs","social-work-jobs","Adzuna::API::Response::Category","Better Healthcare Services","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Brighton, East Sussex","c(""UK"", ""South East England"", ""East Sussex"", ""Brighton"")"
"26","Residential Support Worker","2020-11-25T04:09:44Z","https://www.adzuna.co.uk/jobs/land/ad/1843135721?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=6E13DF267693B3623A37DB31C6511CF865ABAF9C",0.259786,"1843135721",52.399399,"1",15116.04,"Adzuna::API::Response::Job",15116.04,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxODQzMTM1NzIxIn0.BKrORJw6e_V8fuLcNHkFVT7rR_K7xkHFAzKpueM6XA8","Residential Support Worker - Full Time Temp to Perm. ¡ê9.50 per hour. Better Healthcare Services are a friendly, independent agency with over twenty years' experience of providing quality temporary staffing to the care sector. At Better Healthcare, we truly believe that caring is a vocation not just a job. We understand the pressures of the role so ensure that all of our care workers are valued, respected and supported. We are recruiting for Residential Support Workers to work within a Residenti¡­",NA,NA,"Social work Jobs","social-work-jobs","Adzuna::API::Response::Category","Better Healthcare Services","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Ely, Cambridgeshire","c(""UK"", ""Eastern England"", ""Cambridgeshire"", ""Ely"")"
"27","Rheolwr ardal sefydliadau cymunedol","2020-12-09T16:16:56Z","https://www.adzuna.co.uk/jobs/land/ad/1871436764?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=6827D103EA4935F996F1B6C832E1A6BCE2E22D3D",-4.905811,"1871436764",51.809806,"1",20648.47,"Adzuna::API::Response::Job",20648.47,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MTQzNjc2NCIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.52leS24QWXnr-bXX86hcSe1gHn5Ah6_QCYbtAQmKujQ","Rheolwyr ardal sefydliadau cymunedol 37 awr yr wythnos Contract: Rhwng 19 Ionawr 2021 a 23 Ebrill 2021  gwyliau Cyflog yn ddibynnol ar leoliad Band 1 ¨C ¡ê24.56 Band 2 ¨C ¡ê21.28 Band 3 ¨C ¡ê18.87 Dim oriau gwaith dyddiol penodol ond bydd rhaid i chi weithio o fewn yr amseroedd canlynol: O ddydd Llun i ddydd Sadwrn: rhwng 9am ac 8pm Dydd Sul a gwyliau banc: rhwng 10am a 4pm Ysgogwyr gwych sy'n gwneud y cyfrifiad Arolwg o boblogaeth gyfan Cymru a Lloegr yw'r cyfrifiad, sy'n digwydd bob 10 mlynedd. Cai¡­",NA,NA,"Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Category","Office for National Statistics   Census","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Pembrokeshire, Wales","c(""UK"", ""Wales"", ""Pembrokeshire"")"
"28","Experienced Web Developer","2020-12-07T13:20:07Z","https://www.adzuna.co.uk/jobs/land/ad/1866832393?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=5C64662043CB806A85CA55610B6C3126CE9D8B42",-0.11126,"1866832393",51.51985,"0",450000,"Adzuna::API::Response::Job",30000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NjgzMjM5MyIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.SwBhmwcEfIXNk3rI3Lfxrl2o_8YGGHROYKgccsmTJJA","Salary: ¡ê30,000 - ¡ê45,0000 Our client is a highly creative agency looking for an experienced and accomplished web developer to join their team. You will be working on various projects for the astonishing list of clients. Role: Write well designed, testable, efficient code by using best software development practices Create a website layout/user interface by using standard HTML/CSS practices Integrate data from various back-end services and databases Gather and refine specifications and requirem¡­","full_time","permanent","IT Jobs","it-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Central London, London","c(""UK"", ""London"", ""Central London"")"
"29","Waking Night Support Worker Fakenham","2020-11-17T16:06:30Z","https://www.adzuna.co.uk/jobs/land/ad/1828603910?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=52F7848C5DFE1CD90CFFA832778814AE9D012634",0.847134,"1828603910",52.830399,"0",42240,"Adzuna::API::Response::Job",21120,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgyODYwMzkxMCIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.BJxMajhBAKe1Qdq90fsMA-ZmHGdf4SZCrB3a-V1TqT4","NR Care is a homecare business based in East Anglia; providing nurses, support workers and healthcare assistants for short and long-term cover in hospitals, hospices, residential, nursing and care homes. At NR Care, we want our people to feel secure in their employment and to grow their careers with us. We pay above the industry average hourly rates to ensure our promise is kept and we can employ and retain only the very best people. THE JOB NR Care are seeking to employ experienced healthcare ¡­",NA,NA,"Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Category","NR Care Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Fakenham, Norfolk","c(""UK"", ""Eastern England"", ""Norfolk"", ""Fakenham"")"
"30","Recruitment Business Manager -NPD & Technical","2020-11-27T16:18:49Z","https://www.adzuna.co.uk/jobs/land/ad/1847771845?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=F4BA8B4C71461D6E200C4225D4715CDEDC273608",-0.300443,"1847771845",51.4123,"0",120000,"Adzuna::API::Response::Job",0,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxODQ3NzcxODQ1In0.am_x8C3uCtVWTYESBw7S4rDCEVWata24GGX4mShB8dY","Do you have 5 years NPD / Technical recruitment experience along with a phenomenal network? In these times, the challenge of which we embrace (), now is the time to join a business with a clear, invested plan for growth that you¡¯ll have the ability to influence whilst benefitting from the most competitive commission / profit share scheme in addition to a great long term incentive plan. Key Benefits Home or flexibly based ¨C it¡¯s up to you (with use of the office as and when you need) Package to ¡­",NA,NA,"Sales Jobs","sales-jobs","Adzuna::API::Response::Category","Vertex Resourcing","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Kingston Upon Thames, South West London","c(""UK"", ""London"", ""South West London"", ""Kingston Upon Thames"")"
"31","Behaviour Mentor (SEMH)","2020-11-26T00:17:48Z","https://www.adzuna.co.uk/jobs/land/ad/1844750557?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=A6AEAF0EE0AE472420726B9F840A0DC3D4368338",-0.02806,"1844750557",51.451818,"0",19200,"Adzuna::API::Response::Job",16800,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NDc1MDU1NyIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.CSz0eXW40qvi-8VOVk9O1S8ojQKei-sLOwV3ct93nzg","Behaviour Mentor, SEMH Focus ¨C Lewisham, South East London Q ¨C Are you an experienced Behaviour Mentor with a passion for working with SEMH Students? If so, look no further Clarus Education are currently looking to recruit an experienced, passionate and proactive Behaviour Mentor to join an OFSTED Good SEMH/Secondary PRU in Lewisham, South East London. The school are looking to offer the suitable candidate a long term temp contract with an ASAP start. The school is a large SEMH school/ PRU scho¡­",NA,NA,"Teaching Jobs","teaching-jobs","Adzuna::API::Response::Category","Clarus Education Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","South East London, London","c(""UK"", ""London"", ""South East London"")"
"32","Sales Development Representative (HubSpot Sales)","2020-10-15T22:31:29Z","https://www.adzuna.co.uk/jobs/land/ad/1765086239?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=99FBFE31B176E3A597BDD96AB208277BE0386E41",-0.139134,"1765086239",51.503378,"0",30000,"Adzuna::API::Response::Job",20000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxNzY1MDg2MjM5In0.TNiMTx6d8U9uI5yNyUqV6WkL0c7FBwTX9cT-3taWcMY","This role is based out of our Shoreditch HQ in London. You will be able to work from home combined with on-site, so commuting distance will be ideal. About WorksHub Our hiring platform can be roughly divided into three areas: Jobs : Each of our 'hubs' hosts a dedicated Job Board for companies trying to hire. Our Company users have free access to our Explore package and are able to upgrade for open access to WorksHub¡¯s products. Company users are an important part of our community as they can pr¡­",NA,"permanent","Sales Jobs","sales-jobs","Adzuna::API::Response::Category","WorksHub","Adzuna::API::Response::Company","Adzuna::API::Response::Location","London, UK","c(""UK"", ""London"")"
"33","Bank Waking Night Support Worker","2020-12-05T04:18:32Z","https://www.adzuna.co.uk/jobs/land/ad/1862864923?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=F599D23DD1EE356C971C5BFCF8DBEB15A2DE7650",-0.595448,"1862864923",51.5093,"0",16896,"Adzuna::API::Response::Job",16896,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Mjg2NDkyMyIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.z21z1afYcN0t7xByKjN8W-9fWhqkHH23NK8-28Q5v6s","Are you looking for a job where you can really make a difference? We are seeking dedicated and caring Female only Bank Waking Night Support workers for our residential and supported living services, supporting adults with learning disabilities and associated health needs. The people we support are at the heart of everything we do - they are wonderful individuals and deserve to be treated with respect, dignity and choice. Our main priority, therefore, is to find support workers with values, beha¡­",NA,NA,"Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Category","Achieve together","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Slough, Berkshire","c(""UK"", ""South East England"", ""Berkshire"", ""Slough"")"
"34","Sales Advisor","2020-11-19T18:04:38Z","https://www.adzuna.co.uk/jobs/land/ad/1833605541?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=754EDE3E5C327F6C18E9F2B544629C61440D3A1C",0.215234,"1833605541",51.1968,"0",17280,"Adzuna::API::Response::Job",17280,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxODMzNjA1NTQxIn0.dQ5w9JxD9J7Liqh5L9Qkasb4XdMLwZd9wgFBmATWY38","An exciting opportunity has arisen for vape lovers to join our E Cig team Based at our new site in - The spinning gate shopping centre Leigh, the successful candidates will earn ¡ê9 per hour with additional benefits As an E cig sales advisor, you will be passionate about providing an excellent customer service experience to all of our customers. MAIN DUTIES: ¡¤ Responsible for day to day operations ¡¤ Opening and closing the store ¡¤ Reconciling daily sales ¡¤ Maintaining store cleanliness and prese¡­",NA,NA,"Retail Jobs","retail-jobs","Adzuna::API::Response::Category","VIP BURY LTD","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Leigh, Tonbridge","c(""UK"", ""South East England"", ""Kent"", ""Tonbridge"", ""Leigh"")"
"35","PIP Disability Assessor","2020-11-26T20:13:18Z","https://www.adzuna.co.uk/jobs/land/ad/1846395365?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=5F45F05CCA9BC165524B784F19D7C252D181EC95",-2.44177,"1846395365",53.0951,"0",41000,"Adzuna::API::Response::Job",32000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjM5NTM2NSIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0._IWkx6YpiU-10lUvMYN2rMTeBzgObf21bB--eNLa4JI","Our client is looking to recruit for PIP (Personal Independence Payment) Assessors in various locations throughout the UK. (This role does not require you to make the final decision regards benefit eligibility) Salary: ¡ê32,000 to ¡ê41,000 dependent on location Benefits: ¡¤ Performance related pay ¡ê1,000 increase ¡¤ Pension Scheme ¡¤ 25 days paid holiday ¡¤ Reimbursement of annual NMC / HCPC registration fee ¡¤ Life Assurance ¡¤ Private medical insurance ¡¤ Medical indemnity insurance ¡¤ Health Screening¡­",NA,NA,"Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Category","ABSOLUTE RECRUITMENT  LTD","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Crewe, Cheshire","c(""UK"", ""North West England"", ""Cheshire"", ""Crewe"")"
"36","Support Worker","2020-12-01T00:21:46Z","https://www.adzuna.co.uk/jobs/land/ad/1853339695?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=FB0EA67EF28314578A40407C303B3538D4890AFA",-0.766213,"1853339695",51.246899,"0",16896,"Adzuna::API::Response::Job",16896,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1MzMzOTY5NSIsInMiOiJGRVVNYThBNzZ4R0VTVElOYlhGQTdnIn0.9aKrznolIP90l2ahQUAhVZ6wnsiH7daQk5FeC--JWZw","Female Support Workers needed - Aldershot or Farnborough- Apply now Full-time or Part-time hours available. Full UK/EU driving licence essential. We have services in both Farnborough and Aldershot supporting adults with Austim and learning disability to ensure they are active members of their community, enjoying daily living and maximise opportunities presented to them. The people we support enjoy music, shopping and cinema trips which staff must be willing to facilitate. Personal care and movi¡­",NA,NA,"Social work Jobs","social-work-jobs","Adzuna::API::Response::Category","DIMENSIONS","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Aldershot, Hampshire","c(""UK"", ""South East England"", ""Hampshire"", ""Aldershot"")"
"37","AV Project Engineer Control4","2020-12-03T22:53:52Z","https://www.adzuna.co.uk/jobs/land/ad/1860314754?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=10EA5C9322D0F3B92E24B32087B82316A454D50D",-2.333655,"1860314754",50.811879,"0",50000,"Adzuna::API::Response::Job",40000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxODYwMzE0NzU0In0.dxsclySzz_R69xIpJPFjKZ0vjWcH6uJ8jDyDMM0_CcA","AV Project Engineer (Residential / Commercial) ¨C I am looking for a technical brilliant AV Project Engineer that has a stable background in the world of AV integration. The role will see you being an integral part of a small team where you will be a WHIZZ at the deployment, configuration and programming of predominantly Control4 systems. You will be working on both residential and commercial systems and your time will be split working from site and home with occasional visits to the office. The¡­",NA,NA,"Maintenance Jobs","maintenance-jobs","Adzuna::API::Response::Category","Creative Personnel","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Dorset, South West England","c(""UK"", ""South West England"", ""Dorset"")"
"38","Personal Care Worker","2020-12-07T12:57:38Z","https://www.adzuna.co.uk/jobs/land/ad/1866823063?se=FEUMa8A76xGESTINbXFA7g&utm_medium=api&utm_source=f0c87e31&v=3143B56AC265536201BF00E630DBA7FE5D6E45D7",-1.549994,"1866823063",53.701636,"1",14755.41,"Adzuna::API::Response::Job",14755.41,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkVVTWE4QTc2eEdFU1RJTmJYRkE3ZyIsImkiOiIxODY2ODIzMDYzIn0.QCrG8rT4eoqu5eIC7qg_4j2b4861p1T5mlg6EQk0puo","Are you looking for a Care Assistant Job in Rotherham? Would you like to work for an organisation that is changing the face of care in the community? Cera Care is recruiting in the Rotherham area with immediate starts available. Amongst other benefits we offer a FREE DBS, paid assessment day training and a joining bonus of ¡ê250. Your role is based within client's homes and you will usually visit several clients each day - therefore a driving license and your own vehicle is essential in most loc¡­","full_time",NA,"Social work Jobs","social-work-jobs","Adzuna::API::Response::Category","Cera Care","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Kirkhamgate, Wakefield","c(""UK"", ""Yorkshire And The Humber"", ""West Yorkshire"", ""Wakefield"", ""Kirkhamgate"")"
